100 99

0   0
4.26E-03   0.009586
0.012413   0.016175
0.021607   0.021055
0.031207   0.024956
0.041008   0.028211
0.050925   0.031001
0.060918   0.033429
0.070964   0.035567
0.081051   0.03746
0.091169   0.039141
0.101312   0.040639
0.111475   0.041973
0.121654   0.04316
0.131846   0.044216
0.142048   0.045154
0.152261   0.045984
0.162481   0.046717
0.172707   0.047363
0.182938   0.04793
0.193174   0.048423
0.203413   0.048849
0.213654   0.049214
0.223898   0.049522
0.234143   0.049775
0.244389   0.049978
0.254635   0.050135
0.264882   0.050245
0.27513   0.050311
0.285379   0.050336
0.295627   0.05032
0.305876   0.050265
0.316126   0.050173
0.326375   0.050046
0.336624   0.049887
0.346873   0.049694
0.357123   0.049471
0.367373   0.049219
0.377623   0.048941
0.387873   0.048638
0.398122   0.048311
0.408371   0.047961
0.418619   0.047589
0.428866   0.047197
0.439113   0.046785
0.449359   0.046355
0.459604   0.045906
0.469848   0.04544
0.480091   0.044959
0.490332   0.044462
0.500573   0.043949
0.510812   0.043423
0.52105   0.042882
0.531286   0.042328
0.541522   0.041761
0.551755   0.04118
0.561988   0.040586
0.572219   0.039978
0.582449   0.039356
0.592678   0.038719
0.602905   0.038068
0.61313   0.037401
0.623354   0.036717
0.633576   0.036016
0.643796   0.035298
0.654015   0.03456
0.664231   0.033802
0.674445   0.033025
0.684657   0.032228
0.694867   0.03141
0.705074   0.030573
0.715278   0.029718
0.72548   0.028844
0.735679   0.027953
0.745876   0.027048
0.756071   0.02613
0.766264   0.0252
0.776454   0.024261
0.786644   0.023314
0.796831   0.022362
0.807018   0.021406
0.817204   0.020447
0.827389   0.019487
0.837574   0.018525
0.847759   0.017562
0.857945   0.016598
0.868132   0.015631
0.878317   0.014659
0.8885   0.01368
0.898682   0.012691
0.908861   0.011689
0.919036   0.01067
0.929208   0.00963
0.939377   0.008561
0.949539   0.007458
0.959691   0.00631
0.969829   0.005103
0.979946   0.003811
0.990025   0.002376
1   0.000602
0   0
0.00509   -0.009688
0.013742   -0.016044
0.023098   -0.021026
0.032721   -0.025315
0.042478   -0.029163
0.052324   -0.032692
0.062231   -0.035966
0.072186   -0.039023
0.082178   -0.04189
0.092198   -0.044587
0.102241   -0.047131
0.112304   -0.049535
0.122386   -0.05181
0.132485   -0.053967
0.1426   -0.056014
0.152729   -0.057957
0.162871   -0.059802
0.173024   -0.061553
0.18319   -0.063211
0.193365   -0.064778
0.203551   -0.066255
0.213747   -0.067641
0.223952   -0.068936
0.234167   -0.070136
0.24439   -0.07124
0.25462   -0.072249
0.264858   -0.073161
0.275102   -0.073973
0.285352   -0.074685
0.295607   -0.075298
0.305867   -0.075814
0.31613   -0.076234
0.326397   -0.076554
0.336667   -0.076778
0.346939   -0.076912
0.357212   -0.076958
0.367486   -0.076912
0.377761   -0.076785
0.388035   -0.076578
0.398309   -0.076288
0.408582   -0.075919
0.418853   -0.075476
0.429123   -0.074964
0.43939   -0.074384
0.449654   -0.073735
0.459915   -0.073023
0.470172   -0.072249
0.480426   -0.071418
0.490676   -0.07053
0.500923   -0.069588
0.511165   -0.068594
0.521403   -0.06755
0.531637   -0.066461
0.541867   -0.065327
0.552092   -0.064151
0.562312   -0.062933
0.572528   -0.061676
0.582739   -0.060382
0.592946   -0.059052
0.603147   -0.057688
0.613344   -0.05629
0.623535   -0.054861
0.633722   -0.053402
0.643905   -0.051914
0.654082   -0.050397
0.664255   -0.048853
0.674423   -0.047283
0.684587   -0.045688
0.694747   -0.044071
0.704904   -0.042432
0.715057   -0.040774
0.725207   -0.039097
0.735355   -0.037404
0.7455   -0.035697
0.755644   -0.033978
0.765787   -0.03225
0.775929   -0.030514
0.78607   -0.028775
0.796213   -0.027034
0.806355   -0.025294
0.8165   -0.023559
0.826646   -0.021832
0.836794   -0.020116
0.846945   -0.018417
0.8571   -0.016737
0.86726   -0.015085
0.877425   -0.013464
0.887595   -0.011881
0.897772   -0.010346
0.907956   -0.00887
0.91815   -0.007467
0.928356   -0.006146
0.938574   -0.004928
0.948805   -0.003825
0.959047   -0.002857
0.969297   -0.00204
0.979549   -0.001391
0.989793   -0.000921
1   -0.000602
