100 100

0.0000000   0.0000000
0.0049780   0.0056360
0.0136930   0.0091020
0.0231920   0.0116130
0.0329750   0.0136430
0.0428960   0.0153800
0.0528940   0.0169160
0.0629430   0.0183000
0.0730250   0.0195660
0.0831320   0.0207350
0.0932580   0.0218230
0.1033990   0.0228400
0.1135530   0.0237960
0.1237170   0.0246950
0.1338880   0.0255450
0.1440680   0.0263480
0.1542530   0.0271090
0.1644440   0.0278290
0.1746400   0.0285120
0.1848400   0.0291600
0.1950440   0.0297750
0.2052520   0.0303580
0.2154630   0.0309100
0.2256760   0.0314340
0.2358920   0.0319300
0.2461110   0.0323990
0.2563320   0.0328410
0.2665540   0.0332570
0.2767790   0.0336480
0.2870060   0.0340130
0.2972340   0.0343530
0.3074640   0.0346670
0.3176950   0.0349560
0.3279270   0.0352190
0.3381610   0.0354560
0.3483950   0.0356670
0.3586310   0.0358510
0.3688680   0.0360090
0.3791050   0.0361380
0.3893430   0.0362400
0.3995810   0.0363130
0.4098200   0.0363580
0.4200600   0.0363730
0.4302990   0.0363580
0.4405390   0.0363130
0.4507790   0.0362370
0.4610190   0.0361290
0.4712590   0.0359900
0.4814980   0.0358190
0.4917370   0.0356160
0.5019760   0.0353810
0.5122150   0.0351130
0.5224530   0.0348130
0.5326900   0.0344810
0.5429270   0.0341190
0.5531620   0.0337260
0.5633970   0.0333040
0.5736310   0.0328520
0.5838640   0.0323730
0.5940950   0.0318680
0.6043240   0.0313390
0.6145530   0.0307850
0.6247790   0.0302100
0.6350030   0.0296130
0.6452250   0.0289980
0.6554450   0.0283640
0.6656630   0.0277130
0.6758770   0.0270460
0.6860880   0.0263640
0.6962960   0.0256680
0.7065000   0.0249580
0.7167000   0.0242350
0.7268970   0.0234990
0.7370900   0.0227500
0.7472790   0.0219890
0.7574640   0.0212170
0.7676440   0.0204330
0.7778210   0.0196380
0.7879940   0.0188340
0.7981640   0.0180220
0.8083320   0.0172020
0.8184960   0.0163770
0.8286580   0.0155490
0.8388190   0.0147210
0.8489780   0.0138930
0.8591360   0.0130700
0.8692940   0.0122540
0.8794500   0.0114460
0.8896040   0.0106490
0.8997570   0.0098640
0.9099050   0.0090910
0.9200460   0.0083300
0.9301780   0.0075800
0.9402960   0.0068400
0.9503940   0.0061070
0.9604640   0.0053810
0.9704940   0.0046600
0.9804670   0.0039390
0.9903460   0.0032070
1.0000000   0.0024170
0.0000000   0.0000000
0.0056630   -0.0084690
0.0147950   -0.0134650
0.0244960   -0.0171010
0.0343910   -0.0200660
0.0443770   -0.0226360
0.0544130   -0.0249500
0.0644810   -0.0270860
0.0745700   -0.0290920
0.0846770   -0.0309950
0.0947960   -0.0328140
0.1049260   -0.0345590
0.1150640   -0.0362370
0.1252110   -0.0378520
0.1353650   -0.0394070
0.1455250   -0.0409020
0.1556900   -0.0423390
0.1658610   -0.0437170
0.1760370   -0.0450360
0.1862160   -0.0462970
0.1964000   -0.0475000
0.2065880   -0.0486430
0.2167790   -0.0497280
0.2269730   -0.0507520
0.2371700   -0.0517170
0.2473700   -0.0526210
0.2575730   -0.0534650
0.2677770   -0.0542480
0.2779830   -0.0549690
0.2881920   -0.0556270
0.2984020   -0.0562230
0.3086130   -0.0567560
0.3188260   -0.0572260
0.3290400   -0.0576310
0.3392540   -0.0579710
0.3494690   -0.0582480
0.3596850   -0.0584630
0.3699000   -0.0586120
0.3801160   -0.0586960
0.3903310   -0.0587190
0.4005460   -0.0586800
0.4107610   -0.0585760
0.4209750   -0.0584110
0.4311880   -0.0581870
0.4414000   -0.0579030
0.4516110   -0.0575590
0.4618190   -0.0571550
0.4720260   -0.0566960
0.4822310   -0.0561820
0.4924330   -0.0556130
0.5026340   -0.0549900
0.5128320   -0.0543150
0.5230260   -0.0535880
0.5332170   -0.0528140
0.5434060   -0.0519910
0.5535910   -0.0511210
0.5637720   -0.0502060
0.5739480   -0.0492470
0.5841210   -0.0482470
0.5942900   -0.0472060
0.6044540   -0.0461260
0.6146140   -0.0450090
0.6247700   -0.0438560
0.6349210   -0.0426700
0.6450680   -0.0414520
0.6552090   -0.0402040
0.6653470   -0.0389280
0.6754810   -0.0376260
0.6856100   -0.0363000
0.6957360   -0.0349520
0.7058600   -0.0335850
0.7159810   -0.0322010
0.7260990   -0.0308030
0.7362150   -0.0293930
0.7463310   -0.0279750
0.7564460   -0.0265530
0.7665610   -0.0251280
0.7766770   -0.0237070
0.7867960   -0.0222920
0.7969170   -0.0208880
0.8070410   -0.0195000
0.8171680   -0.0181330
0.8273010   -0.0167930
0.8374390   -0.0154840
0.8475840   -0.0142110
0.8577350   -0.0129790
0.8678950   -0.0117950
0.8780620   -0.0106630
0.8882380   -0.0095850
0.8984240   -0.0085670
0.9086180   -0.0076110
0.9188200   -0.0067200
0.9290290   -0.0058960
0.9392410   -0.0051430
0.9494530   -0.0044630
0.9596560   -0.0038600
0.9698410   -0.0033420
0.9799920   -0.0029190
0.9900770   -0.0026060
1.0000000   -0.0024170
